,cgpa,Critical Thinking,Problem Solving,Team Work,Communication Skill,Software Engineering Principal,Data Structure & Algorithm,Database Management,Data Analysis skill,Web Developing Skill,Understanding of computer architecture & System,Understanding Operating System,Networking Concept,Cyber Security Skill,Machine Learning Skill,Robotics Skill,Research Skill,publication,project,Job Environment,Job Security,Other Factor,Salary,Social Acceptance,flaxible Work Life Balanced,,Abroad,BCS,Bank Job,Business,Cyber Security,Data Analysis,Database Administration,Govt Job,ML/AI Engineer,Management,Networking,Other,Researcher,Software Development,Teaching
129,3.0,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,0,4,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
130,2.8,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
131,3.42,2,1,2,1,2,2,2,1,3,2,2,2,1,1,1,1,7,4,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
132,3.43,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,0,4,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
133,3.5,2,3,2,1,2,2,3,2,3,3,3,2,2,3,2,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
134,3.83,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,3.6,3,2,3,1,2,2,3,2,1,2,2,2,2,2,1,2,0,4,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
136,3.0,3,3,3,2,2,3,2,3,1,1,1,1,0,2,0,2,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
137,3.0,2,1,1,1,0,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
138,3.25,2,2,1,1,2,3,3,1,2,1,2,2,1,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
139,2.87,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
140,3.82,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,3.46,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,3.21,2,2,2,2,1,1,1,2,2,2,3,2,1,1,1,1,0,11,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
143,2.75,3,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
144,3.2742857142857145,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,5,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
145,3.49,1,1,1,1,1,2,3,1,3,2,2,1,1,1,1,1,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
146,3.55,3,3,0,3,3,3,3,2,3,1,0,1,1,2,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,3.85,2,2,2,2,1,1,2,2,1,1,1,2,1,2,0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,3.11,3,3,3,2,0,3,3,2,3,0,2,1,1,1,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
149,3.5,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
150,2.98,3,3,3,2,3,3,3,2,3,2,2,2,1,2,2,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
151,3.8,3,3,3,2,2,2,1,3,1,2,2,2,1,3,3,3,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,3.5,3,3,3,1,3,3,3,2,3,2,2,1,1,1,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
153,3.1,3,3,3,2,2,2,1,1,2,2,2,1,1,1,1,2,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,2.89,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,0,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,2.92,2,2,2,3,2,2,3,1,3,2,2,1,1,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,3.08,3,2,2,3,2,2,2,2,3,3,2,2,1,2,2,2,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
157,2.7,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3.39,2,1,2,2,2,2,1,2,1,1,2,2,0,2,1,2,0,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
159,2.76,2,1,2,2,2,2,2,3,2,2,1,1,1,2,1,1,0,4,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
160,2.95,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,3.0,1,1,2,3,2,2,3,2,3,1,2,2,1,2,2,1,2,6,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0
162,3.83,2,1,3,2,1,1,2,2,1,1,1,1,1,1,1,3,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3.18,2,2,1,1,2,2,3,2,1,2,2,3,2,2,1,1,0,4,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
164,3.34,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3.38,3,3,3,1,3,3,3,2,3,1,1,1,2,2,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
166,3.55,3,1,3,3,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
167,3.92,3,1,3,3,2,2,1,1,1,3,3,1,1,1,1,3,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2.92,3,3,3,2,3,3,3,2,3,2,3,2,1,2,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
169,3.05,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,3.78,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1
171,3.01,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,0,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
172,3.12,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,0,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
173,2.9,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,3.2742857142857145,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,3.66,2,2,3,2,2,2,2,2,1,1,1,1,1,2,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
176,3.21,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,0,2,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
177,3.66,2,2,2,1,2,2,2,1,3,2,1,1,1,1,1,1,0,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
178,3.2742857142857145,2,2,3,3,1,2,1,1,1,1,1,1,1,1,1,2,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
179,3.0,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,0,5,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
180,3.13,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
181,3.61,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
182,3.65,1,2,3,2,2,2,2,2,2,1,1,3,1,1,1,1,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,3.21,3,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
184,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,3.5,1,2,2,1,1,2,2,1,1,1,1,1,1,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
186,1.75,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,3.37,0,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
188,4.0,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,3.43,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
190,3.96,3,3,3,3,2,2,3,3,2,2,2,1,1,3,1,3,1,5,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
191,3.67,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,3.3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,3.43,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,3.49,1,3,2,2,2,2,3,2,3,2,3,3,2,2,2,2,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
195,2.83,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
196,2.98,2,2,3,2,1,2,1,2,1,1,1,1,2,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
197,3.2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
198,3.16,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
199,2.92,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,3.22,3,2,2,2,1,2,2,1,2,3,1,1,2,2,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1.6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,3.41,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
203,3.5,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
204,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,3.4,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
206,3.17,2,2,2,1,1,1,1,2,2,1,2,1,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
207,3.58,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,3.79,1,1,2,3,1,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,3.52,2,2,2,1,1,3,3,2,2,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
210,3.59,2,2,2,2,2,2,2,1,1,2,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
211,3.6,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,3.6,2,1,2,2,1,2,2,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
213,3.47,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,3.2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216,3.64,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
217,3.7,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,3.3,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,3.89,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,3.09,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
221,3.26,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,3.56,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,3.0,2,3,3,2,2,2,2,2,1,1,2,1,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,3.2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,3.4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,2.88,1,2,2,2,1,1,2,2,2,3,3,1,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227,3.71,2,2,2,1,1,3,3,1,3,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,3.66,1,2,2,2,2,2,2,1,1,1,0,2,2,2,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
229,3.57,1,2,2,2,1,1,2,2,2,1,2,1,1,0,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
230,3.27,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
231,3.33,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,3.2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,3.15,3,3,3,1,2,3,3,1,2,2,3,2,2,2,2,2,0,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
234,3.0,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
235,3.91,2,2,3,2,2,2,2,2,3,2,2,1,2,3,2,3,0,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
236,3.63,1,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,3.16,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
238,3.67,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,3.15,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
240,3.41,3,2,3,2,3,2,3,2,3,3,3,3,3,2,2,2,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
241,3.52,2,2,3,3,2,2,2,2,1,3,2,3,2,2,2,2,1,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
242,3.54,2,2,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
243,3.32,2,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
244,3.71,3,3,2,2,2,2,2,1,1,2,2,1,1,1,1,1,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,3.69,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,3.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
247,3.0,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,3.62,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,2.93,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,3.26,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
251,3.48,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,3.66,2,2,2,1,2,2,2,3,3,1,1,1,0,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
253,3.11,3,2,2,1,1,2,1,2,3,1,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
254,3.8,3,2,3,2,1,2,2,1,2,1,1,1,0,1,0,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
255,3.2,3,2,3,2,2,2,2,2,1,1,1,2,2,2,3,1,0,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
256,2.93,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
257,3.35,3,2,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
258,3.66,2,2,3,3,2,2,1,2,1,2,2,3,2,1,0,2,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
259,2.56,3,2,2,1,3,3,2,1,3,0,1,1,0,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,3.66,2,2,3,3,2,2,1,2,1,0,2,3,0,2,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
261,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
262,3.07,1,1,3,3,1,2,1,0,1,2,2,3,2,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
263,3.66,2,1,3,3,2,2,1,2,1,2,2,3,2,1,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
264,3.56,3,3,3,2,3,3,3,2,3,2,2,1,1,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
265,3.88,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
266,3.9,3,3,2,2,2,2,2,1,2,2,2,2,1,1,1,3,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
267,2.95,3,3,3,2,3,3,1,1,3,3,3,1,1,1,1,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
268,3.0,3,3,3,2,3,3,3,2,3,3,3,1,1,1,1,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
269,3.23,3,1,2,1,2,3,3,3,1,3,3,2,2,3,3,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
270,2.98,2,2,3,2,1,2,2,0,2,1,2,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
271,3.78,3,2,2,3,1,2,1,1,2,2,2,2,2,1,1,3,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,2.91,1,1,2,3,1,1,1,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
273,3.33,2,2,1,1,2,2,1,3,1,1,2,1,1,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
